evidence_group,task_id,seed,p0_generation_id,p1_generation_id,p0_observed_status,p1_observed_status,p0_pipeline_status,p1_pipeline_status,pipeline_transition,p0_strict_python_only_compliant,p1_strict_python_only_compliant,p0_code_fence_marker_count,p1_code_fence_marker_count,p0_extra_text_outside_fences,p1_extra_text_outside_fences,p0_multiple_program_segments,p1_multiple_program_segments,p0_generation_truncated,p1_generation_truncated,p0_raw_compile_status,p1_raw_compile_status,p0_pipeline_compile_status,p1_pipeline_compile_status,p0_pipeline_entry_point_status,p1_pipeline_entry_point_status,p0_extraction_action,p1_extraction_action,p0_reasoning_leakage,p1_reasoning_leakage,p0_failure_taxonomy,p1_failure_taxonomy,p0_raw_characters,p1_raw_characters,p0_raw_lines,p1_raw_lines,p0_pipeline_top_level_defs,p1_pipeline_top_level_defs,observable_output_structure_difference,cell_adjudication,direct_evidence,confidence,causal_status,remaining_problem_bucket
persistent_failure,Mbpp/765,33,ca7cc722b6b61f61457b1916bef7cc96a152845e1b2d39e8e374e322746ddf6f,d29cc128d90b26af673792782106cfb1b0b39182a0302f8bcee949d406f5ec98,fail,fail,fail,fail,fail_to_fail,false,false,0,0,false,false,false,false,true,false,fail,fail,fail,fail,not_assessed_compile_fail,not_assessed_compile_fail,pass_through:plain_text,pass_through:plain_text,false,true,syntax_failure,syntax_failure,6309,4202,105,85,compile_failed,compile_failed,truncation:true->false; reasoning_leakage:false->true; raw_chars:6309->4202; raw_lines:105->85,not_applicable,P0/P1 pipeline compile=fail/fail; entry=not_assessed_compile_fail/not_assessed_compile_fail; extraction=pass_through:plain_text/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,possibly_evaluator_blind_healer
persistent_failure,Mbpp/765,44,d4e5f573460f264317b5f7ded27457d401f51bdb0b194d817e1405a71c316ef8,156327151ca989d137bb3873f745dc8c07c90e10b1daf965e7d564c728a661aa,fail,fail,fail,fail,fail_to_fail,false,true,0,0,false,false,false,false,true,false,fail,pass,fail,pass,not_assessed_compile_fail,missing,pass_through:plain_text,pass_through:plain_text,false,false,syntax_failure,missing_or_wrong_entry_point,6267,1128,94,35,compile_failed,nth_polite_number,truncation:true->false; raw_compile:fail->pass; pipeline_entry:not_assessed_compile_fail->missing; raw_chars:6267->1128; raw_lines:94->35,not_applicable,P0/P1 pipeline compile=fail/pass; entry=not_assessed_compile_fail/missing; extraction=pass_through:plain_text/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,suitable_for_scaffold
persistent_failure,Mbpp/765,55,f848ad22e32a56a34e3b335bbf63656f5eb19bcbd7a0295082749e4caaa31619,9573a4f29dab282ca46dcba76337dba27b2513ae50cc3f791f2399424c13b2f9,fail,fail,fail,fail,fail_to_fail,false,false,0,0,false,false,false,false,true,true,fail,fail,fail,fail,not_assessed_compile_fail,not_assessed_compile_fail,pass_through:plain_text,pass_through:plain_text,false,false,syntax_failure,syntax_failure,5314,6531,96,110,compile_failed,compile_failed,raw_chars:5314->6531; raw_lines:96->110,not_applicable,P0/P1 pipeline compile=fail/fail; entry=not_assessed_compile_fail/not_assessed_compile_fail; extraction=pass_through:plain_text/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,possibly_evaluator_blind_healer
persistent_failure,Mbpp/777,11,47b90c5c48e30a7597b2bd83144322c6cf4b501bbfd72fafd497d32a34a40267,ee2cab43c522e3c981271e7f08d7faa0fd602c5bfd22b462506c1ff6782c568a,fail,fail,fail,fail,fail_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,unknown,454,185,19,8,find_sum,find_sum,code_fence_markers:2->0; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:454->185; raw_lines:19->8,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
p1_paired_regression,Mbpp/777,22,77d18033b478919a1cade636efd3ae4b266c97b5d0acf082c5f883359dc66018,bce2fe2e987d5e076ec067816bd4477bd72f12ac06ba2a1a25be8cd7093aa105,fail,fail,pass,fail,pass_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,3277,185,81,8,find_sum|find_sum,find_sum,code_fence_markers:2->0; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:3277->185; raw_lines:81->8,scaffold_plausibly_related,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has 2/5 regressions and no rescues. Repeated direction is direct paired evidence, but scaffold causality is an inference.",low,inference_not_causal_identification,insufficient_evidence
persistent_failure,Mbpp/777,33,b17899b6ddb910762312735f78084f6534ce228da7d8ee5fec29eaa182ff33d5,c56bad2155dc2f66a02f25874d72b48aeb572f5b9566b96c74342a01a77801e5,fail,fail,fail,fail,fail_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,unknown,1282,185,41,8,find_sum,find_sum,code_fence_markers:2->0; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1282->185; raw_lines:41->8,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
p1_paired_regression,Mbpp/777,44,da089266a3ed7a8be3ba1e8f250327ef866218ec90ebca5f501dfbef4bac0372,27d0e32bf481b207af360ae3d8fed2e91dac8bfc9e757256e1989b9b883cdc03,fail,fail,pass,fail,pass_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,4553,185,107,8,find_sum|find_sum,find_sum,code_fence_markers:2->0; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:4553->185; raw_lines:107->8,scaffold_plausibly_related,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has 2/5 regressions and no rescues. Repeated direction is direct paired evidence, but scaffold causality is an inference.",low,inference_not_causal_identification,insufficient_evidence
persistent_failure,Mbpp/777,55,e8afb1f946e90ed24af7e5340816c48e8492bac5758c5db0e452ccfa75d48a1d,969ddec92767c0af859be8357e3a8c42f5b1a7a73d4866fae081f4393fd98dde,fail,fail,fail,fail,fail_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,unknown,4711,185,110,8,find_sum|find_sum,find_sum,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:4711->185; raw_lines:110->8,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
common_pass,Mbpp/473,11,03d6e2c695a8a6f30e6aaea63b7e5d62a2773a0fe07300511aa271cd3de2dbb8,4e1880eb87e7ec7cfa67d24dccea2fe36f3109f4a20293edbbd38cdd1a85321a,fail,pass,pass,pass,pass_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,4297,187,82,4,tuple_intersection,tuple_intersection,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:4297->187; raw_lines:82->4,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
common_pass,Mbpp/473,22,e588d525e42eeb2c97c0cbed869d443e7f2d5ee970da66440638270c6caccb6a,ea0d6a4cd678a2357ef180d0c60117f6b7a6fb1a8ab8caccfadcfc0f5d46225f,fail,pass,pass,pass,pass_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,2625,193,57,4,tuple_intersection,tuple_intersection,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:2625->193; raw_lines:57->4,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
p1_paired_rescue,Mbpp/473,33,e197e1e37b02d9d7fdf3e351959cb18df813aa2cbf0c1a97c058cc974a3aafbf,5b0fd45281c0defc49f018285db5c31d1c327224d6b0dc6ba0a08d9d8183fcbf,fail,pass,fail,pass,fail_to_pass,false,true,4,0,true,false,true,false,false,false,fail,pass,not_run_extraction_failed,pass,extraction_failed,present,reject_ambiguous:fenced_python,pass_through:plain_text,false,false,extraction_or_format_failure,pipeline_pass,4451,187,90,4,,tuple_intersection,code_fence_markers:4->0; extra_text:true->false; multiple_programs:true->false; raw_compile:fail->pass; pipeline_entry:extraction_failed->present; extraction:reject_ambiguous:fenced_python->pass_through:plain_text; raw_chars:4451->187; raw_lines:90->4,format_compliance_rescue,P0/P1 pipeline compile=not_run_extraction_failed/pass; entry=extraction_failed/present; extraction=reject_ambiguous:fenced_python/pass_through:plain_text; raw hashes differ=True; P0 taxonomy=extraction_or_format_failure and P1 pipeline passed.,high,direct_mechanistic_evidence_for_evaluability_not_semantic_causality,none_pipeline_pass
common_pass,Mbpp/473,44,fda7ddb840293cadd205e62c33f1ace2f03f37f29ef247d93560bc2be8ca4c82,56a0b54dae1530b0c6cc4cd3788bde92e30c4552d068b342c1b66dca1f0754e1,fail,pass,pass,pass,pass_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,4499,193,79,4,tuple_intersection,tuple_intersection,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:4499->193; raw_lines:79->4,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
common_pass,Mbpp/473,55,63a16cf272942b953250794dc217fbf8db0c8087b1f69b370e72f705b0ac182b,8513d980318f4563be77d10623b4455258e55debddc019e07339c9ec14613fc5,fail,pass,pass,pass,pass_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,2784,193,66,4,tuple_intersection,tuple_intersection,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:2784->193; raw_lines:66->4,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
p1_paired_rescue,Mbpp/420,11,3cb8cb13ca7d864a97f3e3a0b33b86fa87f0d49f48d01d02e0f42394646b72c2,cf86e22bf8d9e659f8cbfb67e77ff8be5fa6d7ec698707dfca2e2a925ce643ff,fail,pass,fail,pass,fail_to_pass,false,true,4,0,true,false,true,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,pipeline_pass,1693,133,55,6,cube_Sum,cube_Sum,code_fence_markers:4->0; extra_text:true->false; multiple_programs:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1693->133; raw_lines:55->6,insufficient_evidence,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; P0 taxonomy=unknown and saved evaluator diagnostics do not identify why P1 passed.,low,not_identified,none_pipeline_pass
p1_paired_rescue,Mbpp/420,22,ba847426d28537a0fa3cc1ac9794029b95a99c0ae264adb1e277bde06c5c8444,cf6430d5f93aecc12f8e03a2f7b8de9a6d99b02f4754d273d6fa8472927fc79a,fail,pass,fail,pass,fail_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,pipeline_pass,2275,133,54,6,cube_Sum,cube_Sum,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:2275->133; raw_lines:54->6,insufficient_evidence,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; P0 taxonomy=unknown and saved evaluator diagnostics do not identify why P1 passed.,low,not_identified,none_pipeline_pass
common_pass,Mbpp/420,33,c2c6ae6c470157f9dbf0f8fb41872ea3ddb11c4572afaa73bbdc6b412ed5b8e0,666b3ff5a47931a55faf4ba2eaaa01eabbd19107e67d7a0e2979db19ff9e975f,fail,pass,pass,pass,pass_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,1474,139,50,6,cube_Sum,cube_Sum,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1474->139; raw_lines:50->6,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
common_pass,Mbpp/420,44,cdd43f5f28e30dc05703eac713f51d43689362156076236727a200f77c88ba6f,3c701fb00df6237691e79aaeb7b7cc54a1ddc1a43f9b9e712fd5fa8907bc29c0,fail,pass,pass,pass,pass_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,2225,139,64,6,cube_Sum,cube_Sum,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:2225->139; raw_lines:64->6,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
common_pass,Mbpp/420,55,cffe5144e087e48757f655b7cfbc3d9c2d0524d18446b7a34644ec4a51019bd4,0251881b7e6ad7fcc7099ab90e913f58fe2343169529077a727c7f9034370c41,fail,pass,pass,pass,pass_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,2210,133,59,6,cube_Sum,cube_Sum,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:2210->133; raw_lines:59->6,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
p1_paired_regression,Mbpp/742,11,70590c2d76c21cc479a5515aab9e9783c93196db0ace880ef17f7734a73facba,5aea53a20b1febb7e1eeb4ed93fc5216c31e5b24a7cc7f5ea38de126e33440d2,fail,fail,pass,fail,pass_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,1237,186,37,6,area_tetrahedron,area_tetrahedron,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1237->186; raw_lines:37->6,scaffold_plausibly_related,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has 4/5 regressions and no rescues. Repeated direction is direct paired evidence, but scaffold causality is an inference.",low,inference_not_causal_identification,insufficient_evidence
p1_paired_regression,Mbpp/742,22,3c2b57cf0e2adbc5477e0f3e74d2b988a45a6bdd18c68b5b4dcc9c1c8f45ac28,8cbab4f1829e18ed3bb1f07d9fd5edcadbf85254353c1d682a6a814806df9940,fail,fail,pass,fail,pass_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,1448,188,41,6,area_tetrahedron,area_tetrahedron,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1448->188; raw_lines:41->6,scaffold_plausibly_related,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has 4/5 regressions and no rescues. Repeated direction is direct paired evidence, but scaffold causality is an inference.",low,inference_not_causal_identification,insufficient_evidence
p1_paired_regression,Mbpp/742,33,62a4f1c91f19045a4dbbe4b76e5240581571d2d9f272b2bf9c109f3433679ab2,e9348a6169f4acb559ea6d1f62a5807363d63ed4b40013dc788cf73f6ff1c55a,fail,fail,pass,fail,pass_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,1346,188,41,6,area_tetrahedron,area_tetrahedron,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1346->188; raw_lines:41->6,scaffold_plausibly_related,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has 4/5 regressions and no rescues. Repeated direction is direct paired evidence, but scaffold causality is an inference.",low,inference_not_causal_identification,insufficient_evidence
p1_paired_regression,Mbpp/742,44,6ff0c3d340176849b5db640dbe96946ac441da55d946659c209f04da91898e38,6109fe2f73cbe25ebda2614563a4ef4644c343a8bc786770f2cf64efd1e6e3da,fail,fail,pass,fail,pass_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,1089,188,31,6,area_tetrahedron,area_tetrahedron,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1089->188; raw_lines:31->6,scaffold_plausibly_related,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has 4/5 regressions and no rescues. Repeated direction is direct paired evidence, but scaffold causality is an inference.",low,inference_not_causal_identification,insufficient_evidence
common_pass,Mbpp/742,55,7c2b7e03c3ab2cf7177e8571e147aafb180e5ab196b8d85a52010baf35f4a001,6aa02ae7d85110690abd2eed77911a0966fd4a11c50358453dcd622d9cdc2619,fail,pass,pass,pass,pass_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,1458,187,34,5,area_tetrahedron,area_tetrahedron,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1458->187; raw_lines:34->5,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
persistent_failure,Mbpp/279,11,a8279c8c705cf2db6aa305091cc5ba60f522ecae8b43506192a51cb0c0d8cfc1,4ef50719b6f9f9eda05c5be899dbfc6d3bd5eb27b5914e9976c21e03220d45a7,fail,fail,fail,fail,fail_to_fail,false,true,4,0,true,false,true,false,false,false,fail,pass,not_run_extraction_failed,pass,extraction_failed,present,reject_ambiguous:fenced_python,pass_through:plain_text,false,false,extraction_or_format_failure,unknown,2539,215,94,8,,is_num_decagonal,code_fence_markers:4->0; extra_text:true->false; multiple_programs:true->false; raw_compile:fail->pass; pipeline_entry:extraction_failed->present; extraction:reject_ambiguous:fenced_python->pass_through:plain_text; raw_chars:2539->215; raw_lines:94->8,not_applicable,P0/P1 pipeline compile=not_run_extraction_failed/pass; entry=extraction_failed/present; extraction=reject_ambiguous:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
p1_paired_regression,Mbpp/279,22,6716036f877dc670d0a8922abed7b6db5c8522ee6e0cb2141efe0994cd0f1b04,810f8f2f910fa891dcb3421a6569d98869571f7994be7a0b6d91f4be0ff0d2d6,fail,fail,pass,fail,pass_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,1192,218,38,9,is_num_decagonal,is_num_decagonal,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1192->218; raw_lines:38->9,scaffold_plausibly_related,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has 3/5 regressions and no rescues. Repeated direction is direct paired evidence, but scaffold causality is an inference.",low,inference_not_causal_identification,insufficient_evidence
p1_paired_regression,Mbpp/279,33,c619d04cf01d0ceff1d53d1fc43e7e0bd10037b80234ff66991e9a1b154ec755,6ba8763ff58080bd7b0a71e787b920bccba485f34093d9c901e11387e1223a0c,fail,fail,pass,fail,pass_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,1210,152,38,5,is_num_decagonal,is_num_decagonal,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1210->152; raw_lines:38->5,scaffold_plausibly_related,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has 3/5 regressions and no rescues. Repeated direction is direct paired evidence, but scaffold causality is an inference.",low,inference_not_causal_identification,insufficient_evidence
persistent_failure,Mbpp/279,44,33314c679fd58c5d82b779ead4f0997af2f9529d5797e5697e059f3902998f25,1baf100de9b3ad830b046800aa7f54f62ecc43074043e971ffc9c40b03eec83e,fail,fail,fail,fail,fail_to_fail,false,true,4,0,true,false,true,false,false,false,fail,pass,not_run_extraction_failed,pass,extraction_failed,present,reject_ambiguous:fenced_python,pass_through:plain_text,false,false,extraction_or_format_failure,unknown,1633,209,65,9,,is_num_decagonal,code_fence_markers:4->0; extra_text:true->false; multiple_programs:true->false; raw_compile:fail->pass; pipeline_entry:extraction_failed->present; extraction:reject_ambiguous:fenced_python->pass_through:plain_text; raw_chars:1633->209; raw_lines:65->9,not_applicable,P0/P1 pipeline compile=not_run_extraction_failed/pass; entry=extraction_failed/present; extraction=reject_ambiguous:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
p1_paired_regression,Mbpp/279,55,3d7f54ddca0ffebb7e491f6f1bf95073770c543c0df6192bd3907cc5975a2d01,c8ce3b1a5e4281760604ccfbeb5537898bcd0258de0421e1b093b643ba5a0832,fail,fail,pass,fail,pass_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,1317,210,38,9,is_num_decagonal,is_num_decagonal,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1317->210; raw_lines:38->9,scaffold_plausibly_related,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has 3/5 regressions and no rescues. Repeated direction is direct paired evidence, but scaffold causality is an inference.",low,inference_not_causal_identification,insufficient_evidence
persistent_failure,Mbpp/125,11,5e1ddb942c589b3cd0704c1e70db1c93f0a175fb4c8d84e47ef350de174215d3,67887b051ae8e14e621af1c73f2369c3590a200086a14368f85e81c45a0dd2b2,fail,fail,fail,fail,fail_to_fail,false,true,2,0,true,false,false,false,true,false,fail,pass,pass,pass,missing,present,extract:fenced_python,pass_through:plain_text,false,false,missing_or_wrong_entry_point,unknown,6321,1160,101,39,,find_length|find_length,code_fence_markers:2->0; extra_text:true->false; truncation:true->false; raw_compile:fail->pass; pipeline_entry:missing->present; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:6321->1160; raw_lines:101->39,not_applicable,P0/P1 pipeline compile=pass/pass; entry=missing/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
persistent_failure,Mbpp/125,22,e2f13eceb4bee778ee58780e62ac0ea668d89ac025915ea10c8c1b46a9a9ac4b,3b7ad073f8c43d1eb5f660cf8fe63afe2a8810fb15e0396046ce8403cad22dab,fail,fail,fail,fail,fail_to_fail,false,false,4,0,true,false,true,false,false,true,fail,fail,not_run_extraction_failed,fail,extraction_failed,not_assessed_compile_fail,reject_ambiguous:fenced_python,pass_through:plain_text,false,false,extraction_or_format_failure,syntax_failure,4562,5691,114,98,,compile_failed,code_fence_markers:4->0; extra_text:true->false; multiple_programs:true->false; truncation:false->true; pipeline_entry:extraction_failed->not_assessed_compile_fail; extraction:reject_ambiguous:fenced_python->pass_through:plain_text; raw_chars:4562->5691; raw_lines:114->98,not_applicable,P0/P1 pipeline compile=not_run_extraction_failed/fail; entry=extraction_failed/not_assessed_compile_fail; extraction=reject_ambiguous:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,possibly_evaluator_blind_healer
persistent_failure,Mbpp/125,33,bde29b0d03cd6569ba165a07d2075362beb61cd2e0cded9a7f18b1b4fed7208c,08f947f348b0cc64ea684223529e30739a2edf0cfb57b1805f2989e8ac9ab422,fail,fail,fail,fail,fail_to_fail,false,true,2,0,true,false,false,false,true,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,unknown,6181,365,114,15,find_length,find_length,code_fence_markers:2->0; extra_text:true->false; truncation:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:6181->365; raw_lines:114->15,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
